id,title,release_date,poster_path,popularity,overview
299536,Avengers: Infinity War,2018-04-25,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,26.6038,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain."
558449,Gladiator II,2024-11-13,/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,26.4615,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people."
1377424,Victoria,2024-12-14,/hw09PdM2o7pF1zxn1pM8NTMPzno.jpg,26.3768,"Victoria, a young beautician in a suburban beauty parlour, decides to elope with her Hindu boyfriend after a fierce clash with her conservative Catholic parents. Amidst the turmoil, a neighbour asks her to temporarily house an offering rooster destined for a festival at St. George church inside the parlour. Juggling the rooster's antics, unexpected clients, and her boyfriend's uncertainty, Victoria grapples with conflicting emotions leading to a day of intense personal and spiritual revelations."
1235610,Mercato,2025-02-19,/fOxsQAg1RmICNrh0gdI27UP2DVD.jpg,26.2744,"Mercato takes us behind the scenes of today's soccer, a global industry with interests running into billions. Driss, a player agent, has seven days to save his skin before the end of the mercato..."
27205,Inception,2010-07-15,/oYuLEt3zVCKq57qu2F8dT7NIa6f.jpg,26.1168,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious."
50433,The Alcove,1985-01-21,/ipFdgjiF3wsDB8NdoLxloFEeHYl.jpg,25.5374,"In 1936 Italy, Elio returns home from Africa with a present for his wife in the form of Zerbal, the daughter of a tribal king. Unbeknown to him, his neglected wife Alessandra has formed a relationship with Elio’s otherwise frigid secretary Velma who is less than pleased at Elio’s return."
37013,Absolute Evil,2009-02-08,/b9ERGKQzgYIXUmVUMnLjfbXB39K.jpg,25.4857,"Southern Texas. Savannah and Cooper, a young couple in love, drive through the desert in a black 70s Cadillac convertible. Unaware that they are being followed, they check into a motel at the Mexican border. When Savannah leaves to buy food, a cop sneaks into the room, pulls his gun on Cooper, accuses him of murder and tries to arrest him. But Savannah, who had become suspicious, manages to turn the tables:"
693134,Dune: Part Two,2024-02-27,/6izwz7rsy95ARzTR3poZ8H6c5pp.jpg,25.4823,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee."
1064213,Anora,2024-10-14,/7MrgIUeq0DD2iF7GR6wqJfYZNeC.jpg,25.4507,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled."
1252309,Ask Me What You Want,2024-11-29,/6MsRwOG96qs5KtPjxVuvMcUPjdU.jpg,25.3415,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair."
216015,Fifty Shades of Grey,2015-02-11,/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg,25.0623,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure."
1126166,Flight Risk,2025-01-22,/q0bCG4NX32iIEsRFZqRtuvzNCyZ.jpg,25.0619,"A U.S. Marshal escorts a government witness to trial after he's accused of getting involved with a mob boss, only to discover that the pilot who is transporting them is also a hitman sent to assassinate the informant. After they subdue him, they're forced to fly together after discovering that there are others attempting to eliminate them."
496243,Parasite,2019-05-30,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,25.0227,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident."
1233208,Santosh,2024-07-17,/40J5YngC9sZ0u70ABjuM5H77aZP.jpg,24.6069,"A government scheme sees newly widowed Santosh inherit her husband’s job as a police constable in the rural badlands of Northern India. When a low-caste girl is found raped and murdered, she is pulled into the investigation under the wing of charismatic feminist inspector Sharma."
1195506,Novocaine,2025-03-12,/xmMHGz9dVRaMY6rRAlEX4W0Wdhm.jpg,24.4244,"When the girl of his dreams is kidnapped, everyman Nate turns his inability to feel pain into an unexpected strength in his fight to get her back."
346698,Barbie,2023-06-18,/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg,24.4181,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans."
402431,Wicked,2024-11-20,/xDGbZ0JJ3mYaGKy4Nzd9Kph6M9L.jpg,24.4149,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West."
1297763,Batman Ninja vs. Yakuza League,2025-03-17,/sVVT6GYFErVv0Lcc9NvqCu0iOxO.jpg,24.4105,"The Batman family has returned to the present to discover that Japan has disappeared, and a giant island - Hinomoto - is now in the sky over Gotham City.  At the top sit the Yakuza, a group of superpowered individuals who reign without honor or humanity and look suspiciously like the Justice League. Now, it’s up to Batman and his allies to save Gotham!"
41264,Africa Blood and Guts,1966-02-11,/fPLzCid2gk7eOCrYlXIBU24bTpO.jpg,24.2875,"A chronicle of the violence that occurred in much of the African continent throughout the 1960s. As many African countries were transitioning from colonial rule to other forms of government, violent political upheavals were frequent. Revolutions in Zanzibar and Kenya in which thousands were killed are shown, the violence not only political; there is also extensive footage of hunters and poachers slaughtering different types of wild animals."
945961,Alien: Romulus,2024-08-13,/b33nnKl1GSFbao4l3fZDDqsMx0F.jpg,24.1352,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe."
634649,Spider-Man: No Way Home,2021-12-15,/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,24.0918,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man."
696506,Mickey 17,2025-02-28,/edKpE9B5qN3e559OuMCLZdW1iBZ.jpg,23.8151,"Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living."
297762,Wonder Woman,2017-05-30,/v4ncgZjG2Zu8ZW5al1vIZTsSjqX.jpg,23.7864,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.
198663,The Maze Runner,2014-09-10,/ode14q7WtDugFDp78fo9lCsmay9.jpg,23.7253,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape."
155,The Dark Knight,2008-07-16,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,23.6415,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker."
1562,28 Weeks Later,2007-04-26,/oix0aNv1lvW3nUGspUyvSIBlpbs.jpg,23.5806,"Twenty-eight weeks after the spread of a deadly rage virus, the inhabitants of the British Isles have lost their battle against the onslaught, as the virus has killed everyone there. Six months later, a group of Americans dare to set foot on the Isles, convinced the danger has passed. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims."
1241894,Woodwalkers,2024-10-17,/bC1r04ohuxv5feaGDzQ0lXz7Bbl.jpg,23.5039,"Humans who can shapeshift into animals struggle to integrate with others without giving away their special abilities. As a group, they strive to inform and institute change in the world perspective of deforestation and the importance of natural habitats. However, when that can’t happen, they are forced to take matters into their own hands."
1018990,Continent,2024-07-18,/eZnG8rLgRDAbDxnw5nDDp7dJZ43.jpg,23.2977,"After 15 years of living abroad, Amanda returns home with her French boyfriend, Martin. They arrive at her family's large-scale farm, located in a secluded village on the endless plains of southern Brazil. There, Amanda finds her father in a coma in the midst of increasing tension among the workers. The sole doctor in the nearby village is Helô, a young woman who resigns herself to caring for the local townspeople. The imminent death of the farm owner will put Amanda, Martin, and Helô at the heart of a disturbing settlement between the village and the farm owners."
14836,Coraline,2009-02-05,/4jeFXQYytChdZYE9JYO7Un87IlW.jpg,23.1773,"Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice."
897160,Brave Citizen,2023-10-25,/ixQoOExnnvIxYvnqGgfhaWqXeXc.jpg,23.0973,"An expelled boxing champion, who now is a high-school teacher, witnesses intolerable violence and throws her first punch to build justice against it, while putting on a mask."
1214667,Making Squid Game: The Challenge,2023-12-06,/78yTLvtsMntVN1cLfzBuZj870pe.jpg,23.044,"Go behind the scenes and witness how the ""Squid Game""-inspired reality show transformed from a scripted drama to a cutthroat, nail-biting competition."
672,Harry Potter and the Chamber of Secrets,2002-11-13,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,22.7522,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage."
758870,13 Ghost Story Confrontation 1: Cherishing,2009-12-20,/2RN0AjJKuwwbUCI8vPtnBbCkr1.jpg,22.7273,"First installment of a trilogy of ""Ghost Stories"", featuring strenuous physical torment of a young woman."
438631,Dune,2021-09-15,/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,22.6305,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive."
13,Forrest Gump,1994-06-23,/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,22.4959,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him."
808,Shrek,2001-05-18,/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,22.3761,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey."
1924,Superman,1978-12-14,/d7px1FQxW4tngdACVRsCSaZq0Xl.jpg,22.3616,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world."
808,Shrek,2001-05-18,/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,22.3761,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey."
1411773,The Last Stand of Ellen Cole,2024-10-18,/oq1pGVQ2t3Cy4v7sA4LRhNjtZuJ.jpg,20.8997,"When an evil contractor goes to extreme measures to evict a testy tenant who is standing in the way of his new project, he fails to take into account that this seemingly harmless old woman is a trained killer and will do anything to protect her beloved home."
1924,Superman,1978-12-14,/d7px1FQxW4tngdACVRsCSaZq0Xl.jpg,22.3616,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world."
1232933,Fear Below,2025-05-02,/obK2G8huZWeAQEgOz1I47AkzHYh.jpg,21.3768,A rag-tag team of divers attempting to salvage a sunken car from a river are thwarted by a highly aggressive bull shark.
11845,Intimacy,2001-01-20,/I0mlv1FahaLJqu2ByffMXEn4NN.jpg,22.2697,"Failed musician Jay abandoned his family and now earns a living as head bartender in a trendy London pub. Every Wednesday afternoon, a woman comes to his house for graphic, almost wordless, sex. One day, Jay follows her and learns about her. This eventually disrupts their relationship."
1084199,Companion,2025-01-22,/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg,22.2086,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them."
758870,13 Ghost Story Confrontation 1: Cherishing,2009-12-20,/2RN0AjJKuwwbUCI8vPtnBbCkr1.jpg,22.7273,"First installment of a trilogy of ""Ghost Stories"", featuring strenuous physical torment of a young woman."
18785,The Hangover,2009-06-02,/A0uS9rHR56FeBtpjVki16M5xxSW.jpg,22.1426,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time."
1257960,Sikandar,2025-03-29,/41s42CRXafa3OuRGvCtfYPEBmse.jpg,22.3436,A tragic accident pushes the powerful Sikandar to protect the less fortunate by standing up to corruption and greed — using any means necessary.
502356,The Super Mario Bros. Movie,2023-04-05,/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,21.6232,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi."
1098006,Fountain of Youth,2025-05-19,/4iWjGghUj2uyHo2Hyw8NFBvsNGm.jpg,21.9747,"A treasure-hunting mastermind assembles a team for a life-changing adventure. But to outwit and outrun threats at every turn, he'll need someone even smarter than he is: his estranged sister."
1045021,Thug Life,2025-06-04,/1UncyiIL0z9MXSnxpoCTwfJGyK9.jpg,20.8818,"In a world ruled by crime and betrayal, mafia kingpin Sakthivel and his brother Manikkam rescue a young boy, Amaran, during a violent police shootout and raise him as their own. Years later, when an assassination attempt shakes Sakthivel's empire, suspicion turns inward. Consumed by vengeance, Sakthivel sets out to destroy the very family he once built."
575264,Mission: Impossible - Dead Reckoning Part One,2023-07-08,/NNxYkU70HPurnNCSiCjYAmacwm.jpg,21.6674,"Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most."
1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025-07-18,/aFRDH3P7TX61FVGpaLhKr6QiOC1.jpg,20.6404,"As the Demon Slayer Corps members and Hashira engaged in a group strength training program, the Hashira Training, in preparation for the forthcoming battle against the demons, Muzan Kibutsuji appears at the Ubuyashiki Mansion. With the head of the Demon Corps in danger, Tanjiro and the Hashira rush to the headquarters but are plunged into a deep descent to a mysterious space by the hands of Muzan Kibutsuji.  The destination of where Tanjiro and Demon Slayer Corps have fallen is the demons' stronghold – the Infinity Castle. And so, the battleground is set as the final battle between the Demon Slayer Corps and the demons ignites."
22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,21.4428,"After Port Royal is attacked and pillaged by a mysterious pirate crew, capturing the governor's daughter Elizabeth Swann in the process, William Turner asks free-willing pirate Jack Sparrow to help him locate the crew's ship—The Black Pearl—so that he can rescue the woman he loves."
1046758,Sew Torn,2024-03-10,/QhxWKts3s4OJxETj6i7kFpQkM4.jpg,21.4001,"A seamstress gets tangled in her own thread after stealing a briefcase from a drug deal gone bad. In an escalating game of cat and mouse, her different choices lead to drastically different outcomes along the way."
811941,Devara: Part 1,2024-09-26,/lQfuaXjANoTsdx5iS0gCXlK9D2L.jpg,21.3809,"Devara, a fearless man from a coastal region, embarks on a perilous journey into the treacherous world of the sea to safeguard the lives of his people. Unbeknownst to him, his brother Bhaira is plotting a conspiracy against him. As events unfold, Devara passes on his legacy to his mild-mannered and timid son, Varada."
569094,Spider-Man: Across the Spider-Verse,2023-05-31,/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,27.4675,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most."
536554,M3GAN,2022-12-28,/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg,21.3066,"A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results."
748783,The Garfield Movie,2024-04-30,/xYduFGuch9OwbCOEUiamml18ZoB.jpg,21.2149,"Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist."
573435,Bad Boys: Ride or Die,2024-06-05,/oGythE98MYleE6mZlGs5oBGkux1.jpg,21.067,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves."
1026542,Baby Blue,2023-04-16,/pC6j3tSoneNbe4pjjtGOcWWxGMU.jpg,21.0629,"A group of teens stumble across the story of now dead serial killer Baby Blue and decide he'd be the perfect subject of a true crime vodcast. But when they start digging, they quickly discover that his murder spree never stopped. Now they are being targeted from beyond the grave."
970947,The Shrouds,2025-04-03,/6J4lPto3rjlHZwhIhCy9cOWNnqb.jpg,21.0127,"Inconsolable since the death of his wife, Karsh, a prominent businessman, invents a revolutionary and controversial technology that enables the living to monitor their dear departed in their shrouds. One night, multiple graves, including that of Karsh’s wife, are desecrated, and he sets out to track down the perpetrators."
603,The Matrix,1999-03-31,/p96dm7sCMn4VYAStA6siNz30G1r.jpg,20.9353,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth."
1411773,The Last Stand of Ellen Cole,2024-10-18,/oq1pGVQ2t3Cy4v7sA4LRhNjtZuJ.jpg,20.8997,"When an evil contractor goes to extreme measures to evict a testy tenant who is standing in the way of his new project, he fails to take into account that this seemingly harmless old woman is a trained killer and will do anything to protect her beloved home."
1045021,Thug Life,2025-06-04,/1UncyiIL0z9MXSnxpoCTwfJGyK9.jpg,20.8818,"In a world ruled by crime and betrayal, mafia kingpin Sakthivel and his brother Manikkam rescue a young boy, Amaran, during a violent police shootout and raise him as their own. Years later, when an assassination attempt shakes Sakthivel's empire, suspicion turns inward. Consumed by vengeance, Sakthivel sets out to destroy the very family he once built."
8966,Twilight,2008-11-20,/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg,20.7047,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life."
1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025-07-18,/aFRDH3P7TX61FVGpaLhKr6QiOC1.jpg,20.6404,"As the Demon Slayer Corps members and Hashira engaged in a group strength training program, the Hashira Training, in preparation for the forthcoming battle against the demons, Muzan Kibutsuji appears at the Ubuyashiki Mansion. With the head of the Demon Corps in danger, Tanjiro and the Hashira rush to the headquarters but are plunged into a deep descent to a mysterious space by the hands of Muzan Kibutsuji.  The destination of where Tanjiro and Demon Slayer Corps have fallen is the demons' stronghold – the Infinity Castle. And so, the battleground is set as the final battle between the Demon Slayer Corps and the demons ignites."
19995,Avatar,2009-12-15,/kyeqWdyUXW608qlYkRqosgbbJyK.jpg,20.6295,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
638507,How to Train Your Dragon: Homecoming,2019-12-03,/kXj2Qrfm994yLeuADqbOieU1mUH.jpg,20.4824,"It's been ten years since the dragons moved to the Hidden World, and even though Toothless doesn't live in New Berk anymore, Hiccup continues the holiday traditions he once shared with his best friend. But the Vikings of New Berk were beginning to forget about their friendship with dragons. Hiccup, Astrid, and Gobber know just what to do to keep the dragons in the villagers' hearts. And across the sea, the dragons have a plan of their own..."
845781,Red One,2024-10-31,/cdqLnri3NEGcmfnqwk2TSIYtddg.jpg,20.4678,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous tracker in a globe-trotting, action-packed mission to save Christmas."
228150,Fury,2014-10-15,/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,20.4565,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany."
1310372,Café 404,2024-11-03,/k6ZqC43iOkr54DeITafF9nLTqEQ.jpg,20.4375,"In the barren stretch of the motorway, Jimmy’s family diner is on the verge of extinction—until a botched drug deal drops a bag of cash into his lap. Now, Jimmy must navigate the dangerous underworld of gangsters, shady cops, and his own treacherous staff to save the business he’s clung to his entire life. With a mix of crime, thriller, and dark comedy, Jimmy and his eccentric crew—Mara, Nicko, and Abi—must outsmart the criminals closing in, all while struggling with their own growing desires for the cash. It’s a game of survival, where no one plays fair."
537915,After,2019-04-11,/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg,20.3043,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life."
1476292,Kalakal,2025-06-10,/KwhyuZn24FOs4Dl52g9KLpS48a.jpg,20.2842,"A seductive female garbage collector who embraces the life of an escort lady. Desperate to live a comfortable life, she leaves the dumpsite and enters the club. But can she also dump both her brother and her lover who remind her of her past?"
1426680,Our Times,2025-06-09,/iJWSUAMJI9mRSzVBJXVUg7iIoJM.jpg,20.219,"Husband and wife Nora and Héctor's scientific breakthrough lets them time travel from 1966 to 2025. As Héctor struggles, Nora thrives—but at what cost?"
863,Toy Story 2,1999-10-30,/yFWQkz2ynjwsazT6xQiIXEUsyuh.jpg,20.2179,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong."
568770,The Containment,2025-06-05,/nHNwBOccmQ7rK9yQI1HUSnHm1Ny.jpg,20.1842,"A girl is possessed by a dark and mysterious entity. She will fight with all the elements at her disposal to get rid of it. Neither her mother, nor traditional medicine, nor a supposed expert in exorcisms, will be able to make the demon disappear, until a nun gets involved in the case and sows a doubt more terrible than the possession itself."
76600,Avatar: The Way of Water,2022-12-14,/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,20.0397,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure."
106646,The Wolf of Wall Street,2013-12-25,/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg,19.9816,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography."
1357633,Solo Leveling -ReAwakening-,2024-11-26,/dblIFen0bNZAq8icJXHwrjfymDW.jpg,19.9549,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience."
122,The Lord of the Rings: The Return of the King,2003-12-17,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,19.9539,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​"
481871,Mother's Job,2017-07-27,/oIoJrYsyg34fe66BWndCit1ekUD.jpg,19.9402,"A young man falls in love with his friend's mother.  Hyun-woo, who returned to the military, starts a part-time job at a bar in a difficult situation, where he meets Yoo-sun, a woman who captures the hearts of customers with her skillful ways. Then one day, Hyun-woo, who was alone with her, finds himself in a shock with his friends Min-seok and Yoo-sun. When Hyun-woo confesses the truth after a hard time, Yoo-sun asks her to keep her relationship secret. Hyun-woo, who failed to reject Min-seok's proposal to live in his own home, begins a breathtaking cohabitation with Yoo-sun."
674,Harry Potter and the Goblet of Fire,2005-11-16,/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,19.9288,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named."
1180648,Mudbrick,2024-10-10,/paVJNyxq5odaAHC9YlmNUlceQpu.jpg,19.844,"After inheriting an old mudbrick house in his home village in Eastern Europe, a man returns after spending his whole life in England, only to find out that inhabitants are hiding a dark secret about the pagan Slavic cult and his own past."
977294,Tin Soldier,2025-05-22,/lFFDrFLXywFhy6khHes1LCFVMsL.jpg,19.8282,"An ex-special forces operative seeks revenge against a cult leader who has corrupted his former comrades, the Shinjas. This leader, known as The Bokushi, promises veterans a purpose and protection, but is revealed to be a destructive influence. The ex-soldier, Nash Cavanaugh, joins forces with military operative Emmanuel Ashburn to infiltrate the Bokushi's fortress and expose his reign of terror"
146233,Prisoners,2013-09-19,/uhviyknTT5cEQXbn6vWIqfM4vGm.jpg,19.8119,"Keller Dover is facing every parent’s worst nightmare. His six-year-old daughter, Anna, is missing, together with her young friend, Joy, and as minutes turn to hours, panic sets in. The only lead is a dilapidated RV that had earlier been parked on their street."
1726,Iron Man,2008-04-30,/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,19.7901,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
862,Toy Story,1995-11-22,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,19.7804,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences."
936108,Smurfs,2025-06-30,/8o6lkhL32xQJeB52IIG1us5BVey.jpg,19.7785,"When Papa Smurf is mysteriously taken by evil wizards, Razamel and Gargamel, Smurfette leads the Smurfs on a mission into the real world to save him. With the help of new friends, the Smurfs must discover what defines their destiny to save the universe."
